"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default"
"204",5e+05,"2","1","2",34,-1,0,0,0,0,0,218570,218978,218778,236377,225650,15233,18978,18778,36377,10650,15233,0,"0"
"205",166701.872916456,"2","2","2",30,0,0,0,0,0,0,60922,59205,60850,40548,40580,40416,3205,2850,1578,1580,1416,2512,"0"
"206",10000,"1","2","2",24,0,0,2,2,-1,0,6933,9301,9000,0,10500,10674,2500,0,1000,10500,368,184,"0"
"207",180000,"2","1","2",29,-1,-1,-1,-1,-2,-2,1010,3070,307,0,0,0,3394,307,0,0,0,0,"0"
"208",190000,"1","1","1",42,-1,-1,-1,-1,-1,-1,7776,3706,7517,2168,4918,38798.6761096804,3706,7523,2168,5300,3000,0,"0"
"209",20000,"2","2","1",34,1,2,2,2,0,0,17970,17389,20491,19803,19734,19613,0,3700,0,1000,2000,710,"0"
"210",60000,"2","2","2",29,2,2,2,0,0,0,41387,42117,41140,42110,42988,43841,1685,0,1655,1707,1718,1775,"0"
"211",166701.872916456,"2","1","2",23,0,0,0,0,0,0,34975,35950,18661,12157,13104,13314,2000,1241,1157,1104,814,715,"0"
"212",430000,"1","3","2",47,1,-1,-1,-1,-1,-1,-18,6390,8833,9906,14239,9562,6408,8840,9954,14285,9584,26023,"0"
"213",170000,"2","1","2",27,-1,0,0,0,0,0,41977,38895,39698,38330,39602,39922,1650,4500,4000,4000,3000,3000,"0"
"214",70000,"2","1","2",26,0,0,0,0,0,0,46222,47650,48867,47808,43022,44077,2500,2300,2300,2000,1900,3000,"0"
"215",40000,"2","1","2",26,2,2,2,2,2,2,26487,27255,26532,29089,28522,28914,1500,0,3000,200,1000,1200,"1"
"216",360000,"1","1","2",28,0,0,0,0,0,0,78398,86955,127146,103273,91933,108163,25126,60259,27208,31262,90114,30463,"0"
"217",70000,"1","1","2",30,0,0,0,0,2,0,68971,69872,66932,69043,70252,55732,2700,3100,3900,2500,2500,2500,"1"
"218",260000,"1","1","2",29,0,0,0,0,0,0,52079,52083,46703,47500,45030,48249,6000,5000,5000,4000,5000,5000,"0"
"219",2e+05,"1","1","2",31,0,0,0,0,0,0,151819,154914,157776,160520,163878,167872,6000,5769,5411,5603,6367,4500,"0"
"220",60000,"1","1","2",28,0,0,0,0,2,0,18996,20806,22447,24337,23808,24610,2120,2000,2269,0,1200,2269,"1"
"221",230000,"2","1","1",35,0,0,-2,-2,-2,-2,22909,0,0,0,0,0,0,0,0,0,0,0,"0"
"222",50000,"1","3","2",22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"223",2e+05,"1","1","2",35,-1,-1,-1,-1,-1,-1,7429,24325,40258,15103,14079,20878,24325,40265,15159,14079,20878,26716,"0"
"224",150000,"2","1","2",27,-1,-1,-2,-2,-2,-2,1345,0,0,0,0,0,0,0,0,0,0,24948,"0"
"225",330000,"2","1","1",44,0,0,0,0,0,0,234447,202747,180566,182604,40210.403400777,190303,8903,7903,6418,6633,6852,6910,"0"
"226",260000,"2","2","2",33,2,2,2,0,0,0,258150,265961,258903,131150,214180,153755,20485,27,2914,159658,5592,5837,"1"
"227",140000,"1","1","1",45,2,2,2,2,2,2,64393,65271,66606,64940,73677,75316,2500,3000,0,10000,3000,0,"1"
"228",90000,"1","1","2",35.4763469119579,0,0,0,2,2,2,56608,57897,63686,65233,66637,67882,2800,7400,3200,2600,2500,2500,"0"
"229",80000,"2","2","2",47,-1,2,-1,-1,0,-1,3598,2464,7156,2099,915,915,2,7156,2099,0,915,1065,"0"
"230",50000,"1","2","1",62,0,-1,0,0,0,0,51350,50350,49289,49058,47512,48930,50908,1800,1800,1800,2200,1774,"0"
"231",50000,"2","3","1",57,0,-1,-1,-1,-1,-1,3964,1690,3780,1468,1468,1644,1690,3780,1468,1468,1644,1363,"0"
"232",230000,"1","1","2",44,-2,-1,-1,-1,-1,-1,5419,3288,806,1467,9192,4388,3306,806,1500,9216,4388,0,"0"
"233",90000,"2","2","2",23,0,0,0,-2,-1,0,28120,32429,0,0,2522,2575,5000,0,0,2522,94,111,"0"
"234",3e+05,"2","3","2",29,-2,-2,-2,-2,-2,-2,-140,28092,3572,195,209,990,28232,3589,195,210,994,0,"1"
"235",50000,"2","2","2",27,2,2,2,2,0,0,19410,22085,23435,22765,22990,23369,3000,2000,0,900,900,1006,"1"
"236",50000,"2","2","1",49,0,0,0,0,0,0,47649,49100,50380,19144,17625,17246,2220,2500,644,628,642,1500,"0"
"237",5e+05,"2","1","1",46,-2,-2,-1,0,0,-1,28412,72222,248807,179086,160121,52190,72234,248902,3582,3202,52190,53710,"0"
"238",20000,"2","3","2",46,-1,-1,-1,-1,-1,-1,942,942,9849,3870,6630,1170,942,9849,3870,6700,4780,150,"0"
"239",140000,"2","2","2",32,2,0,0,2,2,2,103181,107446,125702,124182,124155,137176,6000,20000,2000,3500,15000,6000,"0"
"240",1e+05,"2","2","1",44,1,2,0,0,0,0,97581,94594,44145,46148,43750,44771,0,2000,3000,2000,2000,2000,"0"
"241",80000,"2","3","1",40,0,0,0,-1,0,0,80855,78074,38360,60060,59322,59973,2800,2700,61400,2312,2800,2800,"0"
"242",50000,"2","1","2",29,0,-1,0,-1,-1,0,17250,8560,4725,8933,11784,9927,8560,1600,8933,11784,199,8287,"0"
"243",210000,"1","1","2",32,0,0,0,0,0,2,124838,102995,17383,172065,181981,174744,5000,1400,155000,12700,0,6300,"0"
"244",30000,"2","2","1",34,2,2,0,0,0,0,30082,29315,30369,29787,30284,29057,0,1750,1025,1100,1500,1000,"0"
"245",260000,"2","2","1",32,0,0,0,0,0,0,243742,237204,238314,219634,186841,189010,8017,8117,14044,5410,5855,5254,"0"
"246",50000,"2","2","1",44,0,0,0,0,0,0,10950,5662,6797,7565,9565,11357,1097,1232,1000,2000,2000,4000,"1"
"247",370000,"2","1","2",34,0,0,0,0,0,0,206161,203907,178625,164483,157497,141493,10000,7014,6000,6000,6000,4000,"0"
"248",150000,"2","1","2",25,0,0,0,0,0,0,36497,38190,39322,40260,41458,42251,2287,2071,1591,2000,1632,10000,"0"
"249",20000,"1","3","2",47,1,2,0,0,0,2,17629,17053,17796,18729,19049,17300,0,1325,1258,1373,0,602,"1"
"250",230000,"2","1","2",35.4763469119579,-1,2,-1,-1,2,-1,907,591,119,699,383,32774,0,1000,1000,0,33500,3000,"1"
"251",140000,"1","2","1",37,0,0,0,0,0,0,64372,64937,59133,53193,47352,41627,2300,2200,2000,2000,2000,1500,"0"
"252",330000,"2","1","2",36,0,0,0,0,0,0,43943,41738,37766,37117,30555,13420,5019,1952,2000,814,475,697,"0"
"253",2e+05,"2","1","1",41,-1,-1,-1,0,0,-1,10529,1936,25483,16767,19941,19665,1940,25513,4767,7541,19665,5633,"0"
"254",170000,"2","2","2",48,0,0,0,0,0,0,24953,24334,25558,24580,24855,26123,2000,2000,1400,1000,2000,2000,"0"
"255",1e+05,"2","2","2",26,-1,-1,-1,-1,-1,-1,1508,6186,2208,1823,1516,3378,6186,2208,1823,1516,3378,3431,"0"
"256",280000,"1","2","2",45,0,0,-1,0,0,0,170678,26031,191493,136249,111454,38798.6761096804,7000,208141,5003,5002,5000,3000,"0"
"257",150000,"1","1","2",31,0,0,0,0,-1,-1,110921,64600,58158,24856,704,1899,3000,1500,1000,704,1899,0,"0"
"258",60000,"2","2","2",24,0,0,0,0,0,0,54216,55313,56127,57149,53721,54703,2000,2100,2000,2100,2000,2153,"0"
"259",330000,"2","1","2",33,1,-2,-2,-1,2,2,-200,-200,-200,150,150,350,0,0,350,0,200,0,"0"
"260",80000,"1","2","1",45,2,2,2,2,2,0,35169,39069,38166,40642,39689,41043,4500,0,3427,0,2000,3000,"1"
"261",140000,"2","3","2",53,0,0,0,0,0,0,142270,144418,143728,125158,93998,91229,5357,5829,6240,3500,3500,4000,"0"
"262",70000,"1","1","2",31,-2,-2,-2,-2,-2,-2,25856,13737,7716,25732,46671,26516,13737,7716,25740,46684,26516,56017,"0"
"263",390000,"2","2","2",28,0,0,0,0,0,0,116720,121588,121854,90634,84353,57677,7000,5000,4000,5000,10000,20000,"0"
"264",150000,"1","2","1",30,-2,-2,-2,-2,-2,-1,9248,6831,2902,6468,1883,1519,6871,2918,6506,1893,1527,5330,"0"
"265",260000,"1","1","2",32,-1,-1,-1,2,-1,0,2112,728,100,100,499,499,733,100,0,499,0,0,"0"
"266",360000,"1","1","2",38,-1,-1,-1,-1,-1,-1,1800,2410,2722,2961,2669,2054,2413,2738,2969,2677,2060,2071,"0"
"267",150000,"1","3","2",45,0,0,0,0,0,0,99247,101194,81194,70590,72040,73423,4268,2725,2505,3000,3000,3000,"0"
"268",180000,"2","2","2",29,1,2,0,0,0,2,77494,75658,76942,80419,90715,37376,0,3100,5000,11000,1000,1000,"0"
"269",240000,"2","2","1",38,0,0,0,-2,-2,-2,56331,13594,0,0,0,0,3004,0,0,0,0,0,"0"
"270",170000,"2","2","2",48,0,0,0,0,0,0,83074,85834,87003,88753,90624,92455,4100,3500,3200,3300,3334,4000,"0"
"271",50000,"2","2","1",46,0,0,0,0,0,0,49859,49160,49222,29291,29391,29826,2438,2200,1187,1213,1073,1066,"0"
"272",20000,"2","2","2",22,0,0,0,0,0,0,15847,16885,18418,18915,17639,0,1300,1803,1300,1333,0,0,"0"
"273",150000,"2","2","2",28,-1,-1,-1,-1,-1,0,326,326,326,326,652,326,326,326,326,652,0,326,"0"
"274",5e+05,"2","2","2",29,-2,-2,-2,-2,-2,-2,2140,3919,3572,2749,2140,3109,3919,3763,2749,2140,3109,2140,"0"
"275",50000,"2","3","1",35,-1,-1,-1,-2,-2,-2,22500,5000,0,0,0,0,5000,0,0,0,0,640,"0"
"276",130000,"1","3","1",39,-2,-1,-1,-1,-1,-1,957,6214,1625,728,2464,1139,6220,1628,730,2466,1145,650,"0"
"277",190000,"1","3","1",41,0,-1,-1,-1,2,2,82926,326,176,804,478,952,326,176,954,0,950,0,"0"
"278",130000,"2","3","1",37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"279",220000,"2","1","2",35,-1,-1,-1,-1,-1,-1,51041.1217259652,7443,5572,5572,5572,5774,7479,5600,5600,5600,5802,3279,"0"
"280",260000,"1","1","1",37,0,0,0,0,0,0,257456,261189,264520,249571,202144,197643,10621,9948,8914,6986,41000,7222,"0"
"281",240000,"2","1","2",29,0,0,0,0,0,-2,3093,2322,8186,3980,0,0,2000,2020,2500,0,0,85,"0"
"282",30000,"2","2","1",54,0,0,0,0,0,0,38866,29432,33364,30149,27028,29261,2000,4501,2396,4000,3076,1068,"1"
"283",290000,"1","3","1",61,0,0,0,0,0,0,281967,288456,296084,218399,200461,204637,10492,12447,8973,6761,6983,5980,"0"
"284",1e+05,"1","2","2",35,2,0,0,0,0,0,92590,93354,69674,71097,72913,74738,3251,2600,2582,3000,3000,3000,"0"
"285",1e+05,"2","1","2",24,0,-1,-1,-2,-2,-2,93411,4081,0,0,0,0,11645,0,0,0,0,0,"0"
"286",2e+05,"1","1","2",33,-1,-1,-1,-1,-1,0,1431,1491,1000,9373,185994,188730,1491,1326,9373,192994,7000,7000,"0"
"287",1e+05,"2","1","2",28,0,0,0,0,-1,0,51041.1217259652,9089,13534,16158,6700,7730,5800,6000,4375,6700,3000,0,"0"
"288",160000,"2","2","2",45,-2,-2,-2,-2,-2,-2,2057,2147,1945,1934,2045,1938,2147,1945,1934,2056,1938,2544,"0"
"289",10000,"1","3","3",42,1,2,0,0,0,2,5674,5440,7968,8829,9685,9384,0,2800,1000,1000,0,1000,"1"
"290",240000,"2","2","1",41,2,2,2,2,2,2,239633,242710,229923,238940,238775,238202,9000,0,18000,9000,8600,0,"0"
"291",70000,"1","2","1",45,0,0,0,0,0,0,43050,43410,36226,29369,25873,26101,1888,1225,856,6000,1097,604,"0"
"292",180000,"2","1","2",29,-1,-1,-1,-1,-1,-1,10447,18006,4815,10060,49264,5983,18006,5860,11470,49613,5983,7133,"0"
"293",190000,"2","3","1",42,0,0,0,0,0,0,113516,116157,115639,115849,118313,119973,6000,5581,4237,4423,5000,8888,"0"
"294",290000,"1","2","1",50,-1,-1,-1,-2,-2,-2,929,1729,0,0,0,0,1732,0,0,0,0,335,"0"
"295",150000,"2","2","1",41,2,2,2,2,2,2,68571,69845,71434,72365,73377,75052,3000,3300,2700,2800,3000,2800,"1"
"296",50000,"2","2","2",24,0,0,0,0,0,0,48393,49405,50934,7728,8390,48679,1814,2343,1137,799,41933,1943,"1"
"297",290000,"2","2","1",27,0,0,0,0,-1,0,284298,281970,276346,0,281225,288652,14013,16346,0,281225,11787,12020,"0"
"298",50000,"2","1","1",34,0,0,0,-1,0,0,27966,28539,11597,6611,7349,7570,1267,1553,7511,1000,343,1000,"0"
"299",160000,"2","2","2",42,-1,-1,-1,-1,-1,-1,13849,40862,2239,552,19367,-1,40991,2252,553,19425,0,649,"0"
"300",50000,"1","3","1",48,0,0,0,0,-1,-1,45600,12404,7857,3181,2430,780,1800,1506,6,2430,780,0,"0"
"301",380000,"2","3","2",31,-1,-1,-1,-1,-1,-1,3859,9194,15157,11147,12483,13680,9240,15233,11202,12493,13748,18061,"0"
"302",50000,"1","1","2",30,0,0,0,0,0,2,43935,47744,40339,44377,48723,49841,5000,2000,5000,5000,2010,9,"0"
"303",180000,"1","2","1",39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"304",140000,"2","2","1",35,0,0,0,0,0,0,137692,134899,137477,110865,69217,48018,5202,6405,4819,3091,2477,100002,"0"
"305",2e+05,"2","2","1",36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"306",50000,"1","3","1",49,0,0,0,0,0,-1,40281,9630,10614,10478,10490,390,1173,1157,411,608,690,780,"0"
"307",50000,"1","2","1",38,0,0,0,0,0,0,50748,48626,20712,17834,18248,19390,1500,1200,2500,618,4000,3000,"0"
"308",50000,"1","2","1",24,0,0,0,0,0,0,15524,16558,17596,18589,18997,18705,1300,1310,1300,700,1000,800,"1"
"309",1e+05,"2","1","2",29,-1,-1,-1,-1,-1,-1,5466,5652,9690,5286,8191,11272,5652,9690,6916,8191,6412,0,"0"
"310",360000,"1","3","2",54,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"311",80000,"2","2","2",22,-1,-1,-1,0,0,-1,3436,3473,10007,3584,2961,3831,3473,10020,2986,22,3835,5683,"0"
"312",10000,"2","3","1",33,2,2,2,0,0,0,7708,9912,9608,9639,9985,11084,2500,0,1200,500,1400,1,"0"
"313",20000,"2","2","2",35.4763469119579,0,0,0,0,0,0,18578,19928,18677,18503,17231,15410,2000,2000,2000,1100,1586,506,"0"
"314",390000,"2","2","2",42,-1,-1,0,0,0,0,5895,42006,31192,13859,10078,4635,42016,1397,347,250,145,94,"0"
"315",2e+05,"1","2","1",33,-1,-1,-1,-1,0,0,2104,998,846,12319,19206,17034,1003,848,12323,8026,3083,6424,"0"
"316",280000,"2","2","2",37,0,0,0,0,0,0,213581,197238,193638,161264,148863,155006,9000,10000,8000,5500,8500,5500,"0"
"317",20000,"1","3","3",59,2,0,0,0,0,0,15281,16316,17347,18055,18755,20299,1596,1600,1300,1000,4828.11669441501,0,"1"
"318",360000,"1","1","1",34,-1,-1,-1,0,0,-1,33654,52686,64069,49005,8676,19487,52951,64535,8907,53,19584,16080,"0"
"319",10000,"1","2","2",22,0,0,0,0,0,0,8780,4060,2774,3764,4001,5134,1100,1300,1200,300,1200,0,"0"
"320",3e+05,"2","3","2",27,0,0,0,0,0,0,105786,113850,116918,119929,122914,125910,9000,4000,4000,4000,4000,4000,"0"
"321",50000,"2","2","2",24,0,0,0,0,0,0,48600,47819,48527,39147,38314,37758,2200,1889,1510,1400,1700,2000,"1"
"322",120000,"1","1","2",33,1,-2,-2,-1,-1,-2,0,0,0,600,0,0,0,0,600,0,0,0,"0"
"323",50000,"1","2","2",25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"324",360000,"2","2","1",42,1,-1,-1,-1,-1,-1,0,6815,0,1000,6344,2408,6815,0,1000,6344,2408,0,"0"
"325",20000,"2","1","2",25,-1,-1,-1,-1,0,-1,1983,326,3242,1206,326,326,326,3242,1206,326,326,326,"0"
"326",260000,"2","2","2",26,0,0,0,0,0,0,264249,264434,263847,262723,222464,222837,9800,9800,9413,7114,7532,8427,"0"
"327",4e+05,"2","2","1",55,-1,-1,2,0,-1,0,530,5332,5101,6201,2173,2803,5101,6,2000,2173,2000,4500,"0"
"328",220000,"1","2","2",30,0,0,0,2,-1,-1,6229,3516,7413,3697,3703,3500,1000,7397,0,3703,3500,3697,"0"
"329",50000,"1","2","2",37,0,0,0,0,0,0,50148,50522,50073,49130,48658,0,2064,2005,1367,1700,0,0,"0"
"330",80000,"2","2","1",36,-2,-2,-2,-2,0,-2,6746,556,556,2904,556,4226,556,556,2904,556,4226,3683,"0"
"331",2e+05,"2","2","2",24,0,0,0,0,0,0,39723,40586,44233,45124,46252,47207,1353,4000,1267,1500,1500,1500,"0"
"332",390000,"2","2","1",31,0,0,0,0,0,-2,49667,33900,33545,43048.5446433073,0,0,1700,17000,333,0,16666,13807,"0"
"333",140000,"1","2","2",28,2,2,2,2,2,2,12642,13740,13818,13994,14222,14537,1600,600,700,600,700,600,"1"
"334",150000,"1","1","1",41,2,2,2,0,0,2,113358,124745,121249,124237,132252,134925,14779,0,5000,10000,5000,0,"1"
"335",260000,"1","3","1",53,-2,-2,-2,-2,-2,-2,3304,7378,3641,4726,2966,5946,7378,3696,4726,2966,5946,6020,"0"
"336",2e+05,"2","1","1",34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"337",2e+05,"1","1","2",26,0,-1,0,0,-2,0,26230,2829,6721,-780,-780,-780,2829,4000,780,0,0,0,"0"
"338",370000,"2","1","2",28,0,0,0,0,0,0,68452,71014,72547,74501,76058,77572,3513,3046,3000,2589,2603,2695,"0"
"339",320000,"1","1","1",46,-1,-1,-1,0,0,0,10836,19751,72623,61459,44390,29773,19799,73706,1692,1023,761,67235,"0"
"340",260000,"2","2","1",40,-1,-1,-1,-1,-1,-1,148,359,397,208,790,2788,360,398,208,792,2788,3675,"0"
"341",50000,"1","2","2",30,0,0,0,0,0,0,46652,45235,23299,22672,21440,19304,2014,1600,1400,429,386,57,"0"
"342",450000,"2","1","1",35,-2,-2,-2,-2,-2,-2,7240,48957.3671365772,0,1620,0,4155,1251,0,1620,0,4155,11089,"0"
"343",50000,"1","3","1",48,0,0,0,0,0,0,10420,8451,9641,9468,9294,9263,1310,1500,500,500,500,200,"0"
"344",2e+05,"2","2","2",34,0,-1,-1,-1,-2,-2,13112,13011,12000,0,0,0,13011,12000,0,0,0,107918,"0"
"345",210000,"2","2","2",25,-1,-1,0,0,0,0,461,6472,83589,73689,64854,66124,13966,80000,2326,2272,3661,0,"0"
"346",20000,"2","2","2",24,0,0,0,0,0,0,13542,14852,15571,16584,17067,34262,1543,1262,1275,758,638,1340,"0"
"347",20000,"1","2","1",37,0,0,0,0,2,0,17214,9633,10944,11280,11011,7755,2248,1500,757,0,430,1000,"0"
"348",5e+05,"2","1","1",29,-2,-2,-2,-2,-2,-2,6887,2926,2546,5495,180,-486,2940,2569,6360,3,0,3012,"0"
"349",20000,"2","2","1",50,2,0,0,0,0,0,17393,18119,19413,19704,19563,20391,1315,2401,900,709,1548,0,"0"
"350",280000,"2","1","1",47,-1,2,2,-1,0,0,2002,1311,0,430,430,-550,0,0,430,0,550,1304,"0"
"351",80000,"2","2","1",37,0,0,0,0,0,0,63558,59812,68636,43048.5446433073,32436,36658,2500,10000,3000,3000,5000,5000,"0"
"352",170000,"1","2","2",31,-1,0,0,0,0,0,6336,7505,8522,9380,9566,9917,1281,1298,1156,342,505,610,"0"
"353",10000,"1","2","2",27,0,0,0,0,0,0,8257,7995,4878,5444,2639,2697,2000,1100,600,300,300,1000,"1"
"354",150000,"2","2","2",38,0,0,0,0,0,0,26495,24906,6763,6581,6733,6882,1291,1101,1098,250,247,300,"0"
"355",80000,"2","2","2",31,2,0,0,0,0,0,30911,28190,27045,22843,20578,19049,2009,1751,1500,1000,779,545,"1"
"356",30000,"2","2","2",25,2,0,0,0,0,0,10343,11069,12082,12473,12623,27460,5495.85623358254,1201,592,500,1500,0,"1"
"357",30000,"1","3","2",37,1,2,2,0,0,0,24095,24796,23722,24630,24934,25264,1398,0,1696,1000,1500,500,"0"
"358",110000,"2","2","1",46,0,0,0,0,0,0,107281,109551,48942,49959,50951,52019,4560,1808,1825,1817,1882,1893,"0"
"359",460000,"1","1","2",28,0,0,0,0,0,0,460609,427584,373370,285926,264644,247298,18138,15481,10000,9072,8945,8567,"0"
"360",550000,"2","1","2",35,0,0,0,0,0,0,83707,49676,49196,37784,35317,7433,3023,5070,3017,7148,2037,14243,"0"
"361",150000,"2","2","1",41,-1,-1,-2,-1,0,0,1650,0,0,6784,6923,14116,0,0,6784,159,167,760,"0"
"362",170000,"1","1","2",33,-1,-1,-1,-1,-1,-1,2371,316,316,316,316,316,316,316,316,316,316,1316,"0"
"363",210000,"2","2","1",30,0,0,0,0,0,0,107539,103234,47363,45810,42093,36587,3000,3018,5208.03380836871,1500,1500,2000,"0"
"364",370000,"2","2","1",44,-2,-2,-2,-2,-2,-2,0,1742,0,0,40210.403400777,0,1742,0,0,0,0,0,"0"
"365",150000,"2","3","2",38,0,0,-1,2,2,2,3060,0,530,530,1696,1166,150,530,0,1166,0,0,"0"
"366",80000,"2","1","2",25,-1,-1,2,-1,-1,-2,746,48957.3671365772,690,6097,0,0,4830,0,6097,0,0,2169,"0"
"367",2e+05,"2","2","2",31,1,-2,-2,-1,-1,-2,0,0,0,1500,0,0,0,0,1500,0,0,0,"0"
"368",120000,"2","2","2",37,-2,-2,-2,-2,-2,-1,874,0,0,0,305,20502,0,0,0,305,21742,0,"0"
"369",60000,"2","2","1",30,1,2,0,0,2,0,14135,13616,16065,18092,17504,19216,0,3000,2300,0,2000,0,"1"
"370",280000,"1","2","2",39,0,0,0,0,0,0,273651,279296,282851,251648,255697,261691,11128,11234,11002,10000,10000,10000,"0"
"371",240000,"2","2","2",31,-1,-1,-1,-1,-1,-1,184,0,2500,12500,749,2829,0,2500,12500,749,2829,2900,"0"
"372",50000,"2","2","2",29,0,0,0,0,0,0,47081,49316,50409,43048.5446433073,39963,41145,3000,2000,2000,2000,2000,2000,"1"
"373",5e+05,"2","2","2",39,-1,0,-1,-1,-1,2,17749,22130,42532,-118,67910,54976,10106,42744,0,68445,42,1232,"0"
"374",3e+05,"1","1","2",27,1,-1,-1,-2,-1,-1,0,11174,0,0,3330,3330,11174,0,0,3330,3330,3330,"0"
"375",130000,"2","1","2",29,0,0,3,3,2,0,106271,119728,121140,117767,115640,116062,15107,5000,0,0,4200,5000,"0"
"376",80000,"2","3","2",24,1,-2,-1,-1,-1,-1,0,0,2455,2500,1307,1550,0,2455,2500,1307,1550,896,"0"
"377",20000,"1","2","2",31,0,0,0,0,2,2,13192,14202,15237,17164,17294,16110,1230,1265,2192,694,0,3134,"1"
"378",30000,"1","1","2",31,-1,-1,0,0,-1,-1,6456,4390,3016,4504,5755,3560,4398,3000,3009,5767,3566,26444,"1"
"379",340000,"2","2","2",52,-2,-2,-2,-2,-2,-2,3375,3267,-2,498,11466,412,3283,0,500,11523,414,15055,"0"
"380",80000,"2","2","1",39,0,0,0,0,0,0,77020,76246,49428,34024,46073,47038,3179,1699,1712,22965,1706,1727,"1"
"381",140000,"2","2","2",31,3,3,2,2,2,2,124716,127047,128479,129869,132540,135201,5800,5000,5000,4900,5000,5000,"1"
"382",60000,"1","1","2",28,0,-1,0,0,-1,2,2295,5293,13421,9900,310,160,6000,10000,900,310,0,3400,"0"
"383",390000,"1","2","1",48,0,0,0,0,0,0,32708,34849,34370,4968,5595,5318,3000,1500,1000,1004,2003,5407,"0"
"384",80000,"1","3","2",23,-1,2,-1,-1,-1,-2,1053,193,9387,125,-68,-261,0,9387,125,0,0,0,"0"
"385",20000,"1","3","2",45,0,0,0,0,0,0,5250,7151,9024,10865,12677,14309,2000,2000,2000,2000,2000,2000,"1"
"386",160000,"2","2","1",27,0,0,0,-2,-2,-2,75652,44675,-183,-218,-218,-218,1020,0,0,0,0,0,"1"
"387",5e+05,"2","2","2",27,0,0,0,0,0,0,196931,138247,96888,16476,12534,394163,5188,3417,3000,1276,388071,11700,"0"
"388",120000,"2","2","2",27,2,0,0,0,0,0,51244,51819,53375,54620,56170,57240,2000,2000,5208.03380836871,2000,1700,1656,"0"
"389",630000,"2","1","2",29,0,0,0,0,0,0,497106,497921,490093,435019,329476,338557,15868,12371,26454,8510,11039,5390,"1"
"390",240000,"1","1","2",28,0,0,0,0,0,0,134245,137044,138197,140983,138214,141187,4967,4916,4982,5017,5272,5200,"0"
"391",30000,"2","2","1",42,0,0,0,0,0,0,22943,47912,25023,25768,26410,27960,1700,1755,1500,1000,1909,1000,"0"
"392",120000,"2","2","1",29,0,0,0,0,0,0,122842,123704,123291,121242,121403,121863,6500,6100,4603,4774,9000,0,"1"
"393",2e+05,"1","2","1",45,3,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,"1"
"394",350000,"2","1","2",30,-2,-2,-2,-2,-2,-2,951,601,714,263,900,1271,605,716,263,900,1271,1218,"0"
"395",5e+05,"1","1","3",38,-2,-2,-2,-2,-2,-2,1523,0,0,0,0,0,0,0,0,0,0,0,"1"
"396",20000,"1","3","1",31,0,0,0,0,0,-2,17557,18739,19473,17136,0,0,1466,1200,343,0,0,0,"0"
"397",140000,"2","2","1",44,0,0,-2,-2,-2,-2,110575,0,0,0,0,0,0,0,0,0,0,0,"1"
"398",50000,"1","3","2",39,0,0,0,0,0,0,39753,40701,41342,41424,41182,41187,2000,2000,2000,1600,2000,2000,"1"
"399",360000,"1","1","2",27,-1,-1,-1,-1,-1,-1,5810,4036,2310,1300,0,348,4041,2310,1300,0,348,1080,"0"
"400",60000,"2","1","1",49,0,0,0,0,0,0,61618,61382,34958,33760,32946,0,2800,1400,675,659,0,3353,"0"
"401",3e+05,"2","2","1",33,-1,-1,-1,-1,0,-1,1496,1496,1496,2490,1996,1494,1500,1500,2494,1006,1498,2003,"0"
"402",360000,"2","1","1",34,-2,-2,-2,-2,-2,-2,9100,15658,1874,6330,-200,-200,15658,1874,6330,0,0,0,"0"
"403",1e+05,"2","2","1",41,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"404",160000,"2","3","1",51,2,2,2,2,2,2,142064,144900,146534,147955,145488,155041,6600,5500,5310,0,12000,0,"1"
"405",2e+05,"1","1","2",39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"406",180000,"2","2","2",34,0,0,0,0,0,0,115700,119834,121342,124337,127181,130147,6000,5000,5000,5000,6000,5000,"0"
"407",210000,"2","1","2",41,-1,-1,-1,-2,-1,-1,194,6479,-200,-200,23560,0,6479,0,0,23760,0,0,"1"
"408",270000,"2","1","1",45,0,0,0,0,0,0,96175,88092,78574,70330,61355,52969,3626,2700,3180,2300,2800,2009,"0"
"409",4e+05,"1","1","2",29,0,-1,-1,-1,0,-1,6748,7777,20192,17337,5396,516,7777,20192,17337,0,516,53871,"0"
